date,revenue,unique_customers,total_views,rolling_mean,rolling_std,revenue_lag_1,revenue_lag_7,revenue_per_customer,views_per_customer
2018-09-23,4287.5,59,8448,6813.912857142856,2171.0301088324736,9696.49,4675.4,72.66949029373745,143.18643825107733
2018-09-24,39705.11,73,15362,11764.954285714284,12486.007617322219,4287.5,5047.82,543.9056089875944,210.4383532816664
2018-09-25,10607.97,122,16527,11914.199999999999,12461.524172507949,39705.11,9563.25,86.95057305778218,135.46721200436713
2018-09-26,7832.08,89,12898,11947.262857142856,12448.472195180837,10607.97,7600.64,88.00089788763036,144.92134668627702
2018-09-27,17434.079999999998,91,14843,13634.114285714284,12247.563030452022,7832.08,5626.12,191.58329459798577,163.10988831747375
2018-09-28,7647.0,68,9797,13887.175714285711,12077.658772431647,17434.079999999998,5875.57,112.45588069917822,144.07352729303636
2018-09-30,7376.55,70,13041,13555.755714285713,12242.525437047774,7647.0,9696.49,105.37928420886738,186.29999733857147
2018-10-01,7418.0,80,13659,14002.97,11899.916325770246,7376.55,4287.5,92.72499884093752,170.73749786578128
2018-10-02,67819.4,142,18305,18019.29714285714,22257.35834392056,7418.0,39705.11,477.601405087314,128.90844979641938
2018-10-03,4364.98,62,9973,17127.441428571427,22724.013594329692,67819.4,10607.97,70.40290209027577,160.85483611524458
2018-10-04,14566.07,116,18568,18089.44,22405.22094571932,4364.98,7832.08,125.56956788302097,160.0689641373365
2018-10-05,7518.51,74,11986,16672.93,22764.127899078405,14566.07,17434.079999999998,101.60148511349345,161.97297078414906
2018-10-07,5314.59,59,8924,16339.728571428568,22934.69143343145,7518.51,7647.0,90.0777950834272,151.2542347245045
2018-10-08,7716.0,94,14388,16388.221428571425,22912.92972083042,5314.59,7376.55,82.08510550973293,153.06382815889546
2018-10-09,8394.68,116,15164,16527.74714285714,22852.095638651106,7716.0,7418.0,72.3679304106213,130.72413680410227
2018-10-10,15595.72,84,13373,9067.221428571429,4353.706557082233,8394.68,67819.4,185.66333112305557,159.20237905711454
2018-10-11,7222.56,90,14524,9475.447142857143,3955.033257507496,15595.72,4364.98,80.25066577499261,161.3777759846914
2018-10-12,28981.03,86,13350,11534.727142857142,8353.86747862272,7222.56,14566.07,336.9887170117591,155.23255633450518
2018-10-14,7633.47,63,12913,11551.15,8344.764129748257,28981.03,7518.51,121.16618855291765,204.9682507147897
2018-10-15,11625.59,117,12793,12452.721428571429,7887.03127166241,7633.47,5314.59,99.36401624475201,109.34187940733436
2018-10-16,8918.39,72,12309,12624.49142857143,7779.031729655098,11625.59,7716.0,123.86652605740936,170.9583309589121
2018-10-17,-29374.97,93,13319,7228.827142857142,17820.171678399278,8918.39,8394.68,-315.8598890767754,143.21505222349407
2018-10-18,8692.37,90,12243,6242.634285714285,17467.494282414842,-29374.97,15595.72,96.58188781575682,136.03333182185187
2018-10-19,11389.84,95,11033,6837.96,17577.12871107508,8692.37,7222.56,119.89305136954684,116.1368408827701
2018-10-21,7007.84,74,11303,3698.932857142857,14688.269654833088,11389.84,28981.03,94.70053926080352,152.7432411791454
2018-10-22,6069.95,78,9980,3475.5728571428567,14630.239828602394,7007.84,7633.47,77.81987079718114,127.9487163083498
2018-10-23,8178.97,109,14995,2983.1985714285715,14365.848639792022,6069.95,11625.59,75.03642132994109,137.56880607735042
2018-10-24,6331.07,68,10362,2613.5814285714287,14220.238340893387,8178.97,8918.39,93.10396921905928,152.38235070025956
2018-10-25,15121.56,64,8347,8970.228571428572,3256.389513563686,6331.07,-29374.97,236.27437130821295,130.42187296215823
2018-10-26,6943.36,65,11875,8720.369999999999,3347.098785127191,15121.56,8692.37,106.82092143352429,182.69230488165687
2018-10-28,7500.81,79,12139,8164.794285714285,3146.9304503746444,6943.36,11389.84,94.9469608234562,153.65822590306044
2018-10-29,12516.25,55,9740,8951.710000000001,3480.445296735259,7500.81,7007.84,227.5681776805786,177.09090587107445
2018-10-30,8465.98,106,12978,9294.0,3260.6812327078596,12516.25,6069.95,79.8677350955874,122.43396110911358
2018-10-31,7428.76,88,11284,9186.827142857142,3315.3099104895746,8465.98,8178.97,84.41772631343493,128.22727127014466
2018-11-01,13655.83,138,19350,10233.221428571429,3418.0825396091373,7428.76,6331.07,98.95528913800516,140.21739028827977
2018-11-02,7725.26,69,11359,9176.607142857143,2728.818724354989,13655.83,15121.56,111.9602882324596,164.62318601995383
2018-11-04,7681.84,75,13921,9282.104285714286,2640.9511626991166,7725.26,6943.36,102.42453196767292,185.61333085848892
2018-11-05,23464.651,81,13649,11562.653,5822.557329981637,7681.84,7500.81,289.6870458063328,168.50617075918308
2018-11-06,12092.14,108,16667,11502.065857142856,5813.179806800236,23464.651,12516.25,111.96425822255316,154.32407264514748
2018-11-07,12876.59,113,17104,12132.153,5666.433143688324,12092.14,8465.98,113.95212288537945,151.362830518913
2018-11-08,12538.210000000001,137,16838,12862.07442857143,5275.166142137498,12876.59,7428.76,91.51978035387023,122.90510859193351
2018-11-09,12653.73,87,13766,12718.917285714286,5263.6199312483395,12538.210000000001,13655.83,145.44517074200954,158.229883238737
2018-11-11,8442.9,76,11271,12821.437285714284,5156.0370274654515,12653.73,7725.26,111.09078801196331,148.30262962759699
2018-11-12,14324.61,86,16584,13770.40442857143,4637.682690986646,8442.9,7681.84,166.56523062133454,192.83720706003248
2018-11-13,12268.28,133,19160,12170.922857142858,1798.9893729323924,14324.61,23464.651,92.24270607336312,144.06014929278084
2018-11-14,10901.541,100,14787,12000.837285714286,1862.829229646341,12268.28,12092.14,109.0154089098459,147.8699985213
2018-11-15,10845.24,100,14069,11710.644428571428,1861.8886219268056,10901.541,12876.59,108.45239891547601,140.68999859310003
2018-11-16,9973.5,120,13578,11344.257285714284,1923.2309908202544,10845.24,12538.210000000001,83.11249930739584,113.14999905708335
2018-11-18,8909.710000000001,90,14244,10809.397285714285,2016.708532238806,9973.5,12653.73,98.9967766778136,158.26666490814816
2018-11-19,12726.67,84,13769,11421.364428571427,1819.192980148204,8909.710000000001,8442.9,151.50797438680982,163.91666471527782
2018-11-20,13975.7,121,18304,11371.520142857142,1728.9294755156136,12726.67,14324.61,115.50165193800288,151.27272602253944
2018-11-21,14168.15,141,15154,11642.930142857143,2018.1055220024273,13975.7,12268.28,100.48333262068559,107.47517654272924
2018-11-22,11789.71,148,18905,11769.811428571427,1991.4690485620986,14168.15,10901.541,79.66020216445808,127.73648562340213
2018-11-23,10312.59,75,13210,11693.718571428572,2042.2138695251363,11789.71,10845.24,137.5011981666507,176.13333098488891
2018-11-25,7830.08,83,10132,11387.515714285715,2460.89599815361,10312.59,9973.5,94.33831211640587,122.07228768587605
2018-11-26,16431.74,91,18232,12462.091428571428,2815.3668028957595,7830.08,8909.710000000001,180.56856944430146,200.35164614998192
2018-11-27,7914.2,140,15141,11774.595714285713,3287.9198980148203,16431.74,12726.67,56.52999959621429,108.1499992275
2018-11-28,25808.5,98,27791,13464.995714285715,6284.45102135117,7914.2,13975.7,263.3520381290608,283.58162975937114
2018-11-29,13631.36,117,26320,13388.311428571427,6277.712370055471,25808.5,14168.15,116.50734943156112,224.9572630345533
2018-11-30,22228.18,55,19040,14879.52142857143,7029.45984874709,13631.36,11789.71,404.14871992456875,346.18181188760343
2018-12-02,0.0,76,22365,13406.294285714286,8961.30889211848,22228.18,10312.59,0.0,294.27631191741693
2018-12-03,0.0,90,29374,12287.71142857143,10179.278869486816,0.0,7830.08,0.0,326.3777741513581
2018-12-04,0.0,70,23401,9940.320000000002,10931.220300399518,0.0,16431.74,0.0,334.2999952242858
2018-12-05,0.0,112,27627,8809.720000000001,11566.521145553368,0.0,7914.2,0.0,246.66964065473536
2018-12-06,0.0,122,25150,5122.79142857143,9094.000012989198,0.0,25808.5,0.0,206.14753929387263
2018-12-07,0.0,54,11716,3175.4542857142856,8401.46233965424,0.0,13631.36,0.0,216.9629589451304
2018-12-09,0.0,42,5595,0.0,0.0,0.0,22228.18,0.0,133.21428254251708
2018-12-10,0.0,61,10737,0.0,0.0,0.0,0.0,0.0,176.01639055710837
2018-12-11,0.0,104,11359,0.0,0.0,0.0,0.0,0.0,109.22115279595046
2018-12-12,0.0,86,8513,0.0,0.0,0.0,0.0,0.0,98.98837094199568
2018-12-13,0.0,117,12556,0.0,0.0,0.0,0.0,0.0,107.31623839900651
2018-12-14,0.0,52,10249,0.0,0.0,0.0,0.0,0.0,197.09615005584328
2018-12-16,0.0,17,2542,0.0,0.0,0.0,0.0,0.0,149.52940296885865
2018-12-17,0.0,59,7275,0.0,0.0,0.0,0.0,0.0,123.30508265584606
2018-12-18,0.0,31,5292,0.0,0.0,0.0,0.0,0.0,170.70967191259123
2018-12-19,0.0,17,1835,0.0,0.0,0.0,0.0,0.0,107.94117012110763
2018-12-20,0.0,23,4193,0.0,0.0,0.0,0.0,0.0,182.3043398998113
2019-01-01,0.0,38,5614,0.0,0.0,0.0,0.0,0.0,147.73683821745163
2019-01-02,0.0,56,8458,0.0,0.0,0.0,0.0,0.0,151.035711588648
2019-01-03,0.0,66,10229,0.0,0.0,0.0,0.0,0.0,154.98484613659323
2019-01-04,0.0,49,10141,0.0,0.0,0.0,0.0,0.0,206.95917944981267
2019-01-06,0.0,48,5896,0.0,0.0,0.0,0.0,0.0,122.83333077430562
2019-01-07,0.0,35,9057,0.0,0.0,0.0,0.0,0.0,258.77142117795944
2019-01-08,0.0,61,7923,0.0,0.0,0.0,0.0,0.0,129.88524377237306
2019-01-09,0.0,49,7752,0.0,0.0,0.0,0.0,0.0,158.2040784039984
2019-01-10,0.0,47,6858,0.0,0.0,0.0,0.0,0.0,145.91489051244915
2019-01-11,0.0,46,8199,0.0,0.0,0.0,0.0,0.0,178.239126560019
2019-01-13,0.0,22,2583,0.0,0.0,0.0,0.0,0.0,117.40908557231428
2019-01-14,0.0,48,10421,0.0,0.0,0.0,0.0,0.0,217.1041621436633
2019-01-15,0.0,34,5174,0.0,0.0,0.0,0.0,0.0,152.1764661124569
2019-01-16,0.0,35,7423,0.0,0.0,0.0,0.0,0.0,212.08570822612265
2019-01-17,0.0,37,6837,0.0,0.0,0.0,0.0,0.0,184.7837787896276
2019-01-18,0.0,51,7695,0.0,0.0,0.0,0.0,0.0,150.88234998269903
2019-01-20,0.0,27,3605,0.0,0.0,0.0,0.0,0.0,133.5185135733884
2019-01-21,0.0,46,7441,0.0,0.0,0.0,0.0,0.0,161.76086604867683
2019-01-22,0.0,71,9179,0.0,0.0,0.0,0.0,0.0,129.2816883199762
2019-01-23,0.0,57,6800,0.0,0.0,0.0,0.0,0.0,119.29824352108345
2019-01-24,0.0,63,8887,0.0,0.0,0.0,0.0,0.0,141.06348982438905
2019-01-25,0.0,44,5707,0.0,0.0,0.0,0.0,0.0,129.70454250671494
2019-01-27,0.0,22,2934,0.0,0.0,0.0,0.0,0.0,133.36363030165316
2019-01-28,0.0,64,7333,0.0,0.0,0.0,0.0,0.0,114.57812320971684
2019-01-29,0.0,65,8362,0.0,0.0,0.0,0.0,0.0,128.64615186698228
2019-01-30,0.0,59,6722,0.0,0.0,0.0,0.0,0.0,113.93220145877625
2019-01-31,0.0,48,5602,0.0,0.0,0.0,0.0,0.0,116.70833090190978
2019-02-01,6316.53,42,6123,902.3614285714285,2387.4239326969546,0.0,0.0,150.3935678477722,145.78571081462593
2019-02-03,799.45,11,1209,1016.5685714285713,2355.9778550347605,6316.53,0.0,72.67726612024855,109.90908091735629
2019-02-04,5356.04,39,5785,1781.717142857143,2798.9052676877754,799.45,0.0,137.33435545296524,148.33332952991464
2019-02-05,5592.59,42,5494,2580.6585714285716,2996.7568107618476,5356.04,0.0,133.15690159150236,130.80952069501143
2019-02-06,4453.15,22,4141,3216.8228571428567,2825.3848940142134,5592.59,0.0,202.41589989018635,188.22726417148797
2019-02-07,3462.46,58,4670,3711.46,2445.966945334005,4453.15,0.0,59.69758517762784,80.51723999108208
2019-02-08,5587.94,70,5085,4509.737142857143,1878.920029659867,3462.46,0.0,79.82771314531838,72.64285610510206
2019-02-10,1859.36,21,2154,3872.9985714285717,1919.374437131583,5587.94,6316.53,88.54094816471674,102.57142368707505
2019-02-11,4374.69,46,6222,4383.7471428571425,1359.101058637793,1859.36,799.45,95.10195445430533,135.26086662476376
2019-02-12,7385.13,48,7574,4673.617142857142,1758.6788347289853,4374.69,5356.04,153.85687179464853,157.79166337934035
2019-02-13,3905.52,56,8118,4432.607142857142,1727.0673037619881,7385.13,5592.59,69.74142732604594,144.96428312563782
2019-02-14,7810.66,51,8501,4912.251428571429,2148.5257519706024,3905.52,4453.15,153.1501930754864,166.68627124144567
2019-02-15,3084.85,49,5240,4858.307142857143,2195.226196938188,7810.66,3462.46,62.95612116416079,106.93877332778014
2019-02-17,2721.29,26,3472,4448.785714285715,2301.254436670385,3084.85,5587.94,104.66499597442322,133.53845640236705
2019-02-18,17596.670000000002,41,8133,6696.972857142857,5205.060831366306,2721.29,1859.36,429.18706270275464,198.36584882034515
2019-02-19,5573.04,52,8615,6868.165714285715,5135.189512695235,17596.670000000002,4374.69,107.1738440928107,165.67307373705628
2019-02-20,7190.04,53,8022,6840.295714285714,5132.444865957658,5573.04,7385.13,135.66112951582775,151.35848771021722
2019-02-21,5068.53,57,8106,7006.4400000000005,5039.59256951061,7190.04,3905.52,88.92157738734075,142.21052382086802
2019-02-22,3507.94,44,7219,6391.765714285714,5185.443097411747,5068.53,7810.66,79.72590727895665,164.0681780893596
2019-02-24,2449.63,31,3619,6301.0199999999995,5258.010074397591,3507.94,3084.85,79.02032003160258,116.74193171800219
2019-02-25,7995.4,49,7310,7054.464285714285,5032.605824762005,2449.63,2721.29,163.17142524139948,149.18367042482305
2019-02-26,7259.88,52,8008,5577.78,2065.697915160853,7995.4,17596.670000000002,139.61307423821012,153.9999970384616
2019-02-27,3467.06,58,6053,5276.925714285714,2214.5041056020796,7259.88,5573.04,59.77689552108801,104.36206716617126
2019-02-28,5659.09,62,7583,5058.2185714285715,2064.59778863766,3467.06,7190.04,91.27564368910252,122.30644964021856
2019-03-01,3255.5,38,6483,4799.214285714285,2173.916954683827,5659.09,5068.53,85.67105037707763,170.6052586682827
2019-03-03,2845.04,28,3385,4704.5142857142855,2252.558574272481,3255.5,3507.94,101.608567799694,120.89285282525525
2019-03-04,10757.98,74,7875,5891.421428571428,2947.9604484819965,2845.04,2449.63,145.3781061435391,106.41891748082544
2019-03-05,5333.13,43,8907,5511.097142857143,2799.263664756091,10757.98,7995.4,124.02627618543545,207.13953006652258
2019-03-06,4801.92,51,7158,5159.96,2695.578851743455,5333.13,7259.88,94.15529227146486,140.3529384244522
2019-03-07,3723.9,69,7185,5196.651428571428,2670.3247668553063,4801.92,3467.06,53.96956443522371,104.13043327347198
2019-03-08,10475.69,47,5861,5884.737142857143,3344.7464108594286,3723.9,5659.09,222.88701653431883,124.70212500633777
2019-03-10,1374.63,16,2014,5616.041428571429,3652.550891643744,10475.69,3255.5,85.9143696303519,125.87499213281298
2019-03-11,3851.69,49,6147,5759.848571428572,3543.4562149189187,1374.63,2845.04,78.60591676314456,125.44897703165354
2019-03-12,11141.28,45,6931,5814.605714285715,3635.3356037778863,3851.69,10757.98,247.58399449813348,154.02221879950625
2019-03-13,3178.31,49,5766,5506.774285714287,3771.5802307823797,11141.28,5333.13,64.86346806401086,117.67346698625578
2019-03-14,8655.67,74,9453,6057.3099999999995,3929.5038336029006,3178.31,4801.92,116.96851193285795,127.74324151698323
2019-03-15,17046.97,51,7240,7960.605714285715,5516.884460834313,8655.67,3723.9,334.2543071714842,141.96078153018075
2019-03-17,5053.79,57,7791,7186.048571428572,5485.441978316864,17046.97,10475.69,88.66298090064946,136.68420812834722
2019-03-18,2938.76,58,6735,7409.495714285715,5235.421285213042,5053.79,1374.63,50.668274988478025,116.1206876530916
2019-03-19,10389.57,42,9848,8343.478571428572,5075.667601535863,2938.76,3851.69,247.3707083959355,234.47618489342418
2019-03-20,4778.0199999999995,58,7486,7434.441428571429,5060.875614438095,10389.57,11141.28,82.37965375207493,129.06896329191443
2019-03-21,4687.93,69,9152,7650.101428571428,4878.146464072956,4778.0199999999995,3178.31,67.94101350810126,132.63767923713507
2019-03-22,5604.1,51,6963,7214.162857142857,4909.557586604963,4687.93,8655.67,109.88431157089586,136.52940908765865
2019-03-24,2176.4,43,3193,5089.795714285714,2637.136773401877,5604.1,17046.97,50.61395231130344,74.25581222660902
2019-03-25,9699.41,53,8599,5753.455714285715,3159.4059951244717,2176.4,5053.79,183.0077323960805,162.24527995763623
2019-03-26,9098.14,51,11440,6633.3671428571415,3102.0361486272773,9699.41,2938.76,178.39489846284513,224.31372109188783
2019-03-27,5140.84,75,9468,5883.548571428572,2643.1909926603557,9098.14,10389.57,68.54453241940624,126.23999831680003
2019-03-28,9091.81,71,8885,6499.8042857142855,2838.1655453294325,5140.84,4778.0199999999995,128.05366016825832,125.14084330787546
2019-03-29,4684.35,68,7496,6499.292857142857,2838.54675205295,9091.81,4687.93,68.88749898694856,110.23529249653983
2019-03-31,1788.16,18,2723,5954.158571428571,3358.007564054539,4684.35,5604.1,99.34221670321018,151.27776937345726
2019-04-01,18797.46,57,8172,8328.595714285713,5460.014626735148,1788.16,2176.4,329.7799942143861,143.36841853739617
2019-04-02,6221.75,54,7075,7831.7871428571425,5472.697295154405,18797.46,9699.41,115.21759045893351,131.0185160922497
2019-04-03,3770.26,42,5857,7070.661428571429,5635.30035888483,6221.75,9098.14,89.7680931007597,139.45237763208627
2019-04-04,4707.59,65,7110,7008.768571428571,5662.342588821416,3770.26,5140.84,72.42446042423907,109.38461370177518
2019-04-05,9002.98,72,8736,6996.078571428572,5656.9931933122225,4707.59,9091.81,125.04138715220296,121.33333164814817
2019-04-07,3110.41,32,3996,6771.229999999999,5793.816603840098,9002.98,4684.35,97.20030946249034,124.87499609765638
2019-04-08,3611.43,60,8765,7031.697142857142,5569.08598905814,3110.41,1788.16,60.19049899682501,146.08333089861117
2019-04-09,3700.69,63,8366,4875.015714285714,2089.33091387214,3611.43,18797.46,58.74111017871254,132.7936486858151
2019-04-10,3022.28,64,7484,4417.948571428571,2095.5661838385136,3700.69,6221.75,47.22312426213869,116.93749817285159
2019-04-11,5481.55,90,10996,4662.418571428571,2107.2009171760315,3022.28,3770.26,60.90611043437656,122.17777642024693
2019-04-12,8714.421,40,6927,5234.822999999999,2606.5599822479094,5481.55,4707.59,217.86051955348702,173.17499567062512
2019-04-14,2774.57,39,5480,4345.050142857142,2124.3390004320645,8714.421,9002.98,71.14281868864569,140.51281690992778
2019-04-15,12345.27,67,10647,5664.315857142857,3591.026882814537,2774.57,3110.41,184.25775844391407,158.91044538939633
2019-04-16,7149.88,64,9133,6169.808714285714,3501.8267546693564,12345.27,3611.43,111.71687325442386,142.70312277026372
2019-04-17,3238.39,67,7680,6103.765857142857,3560.029975498337,7149.88,3700.69,48.334178383071965,114.62686396079307
2019-04-18,9542.42,69,9690,7035.2144285714285,3471.274806575219,3238.39,3022.28,138.29594002469653,140.43478057340897
2019-04-23,8523.9,62,9275,7469.835857142857,3434.5920128243292,9542.42,5481.55,137.4822558470604,149.59677178069722
2019-04-24,4271.07,64,7837,6835.071428571428,3574.0071684288528,8523.9,8714.421,66.73546770725831,122.45312308666996
2019-04-25,4706.13,60,7883,7111.0085714285715,3269.8851673793515,4271.07,2774.57,78.43549869274169,131.38333114361114
2019-04-28,1298.41,18,2571,5532.885714285714,2975.1302837402695,4706.13,12345.27,72.13388488145084,142.8333253981486
2019-04-30,28575.59,62,7474,8593.701428571429,9272.538322491895,1298.41,7149.88,460.8966054694096,120.5483851524454
2019-05-01,3593.41,62,7857,8644.418571428572,9239.276215574508,28575.59,3238.39,57.958224871641534,126.72580440764833
2019-05-02,6246.54,93,10040,8173.578571428572,9269.81600738372,3593.41,9542.42,67.16709605196671,107.956988086484
2019-05-03,7276.01,69,10686,7995.308571428572,9273.95435032332,6246.54,8523.9,105.44941876160263,154.8695629729049
2019-05-05,4316.8,58,7610,8001.841428571429,9270.909245024504,7276.01,4271.07,74.42758492366234,131.2068942895363
2019-05-06,8745.48,63,9413,8578.891428571429,9156.590768074153,4316.8,4706.13,138.81714065369619,149.41269604106833
2019-05-07,15484.55,74,11692,10605.482857142857,8841.117272049027,8745.48,1298.41,209.25067284796387,157.9999978648649
2019-05-08,5969.6,66,10268,7376.055714285714,3969.7688671376186,15484.55,28575.59,90.44848347805329,155.57575521854918
2019-05-09,8547.73,84,12556,8083.815714285714,3608.14660778842,5969.6,3593.41,101.7586892647775,149.47618869671206
2019-05-10,4957.36,52,8670,7899.647142857143,3747.755961993389,8547.73,6246.54,95.33384432050299,166.73076602440835
2019-05-12,2277.36,29,3552,7185.5542857142855,4319.061195722411,4957.36,7276.01,78.52965246449475,122.4827543971464
2019-05-13,20897.62,54,9484,9554.242857142857,6486.420865116881,2277.36,4316.8,386.99295579642677,175.62962637722916
2019-05-14,10116.7,81,11045,9750.131428571429,6478.626245690319,20897.62,8745.48,124.89752932225274,136.35802300792565
2019-05-15,5320.06,66,8818,8298.06142857143,6107.618380674047,10116.7,15484.55,80.606968475652,133.6060585817264
2019-05-16,7760.89,96,11856,8553.960000000001,6030.843579342764,5320.06,5969.6,80.84260332455622,123.49999871354169
2019-05-17,3970.24,71,8116,7900.032857142857,6274.864552845504,7760.89,8547.73,55.918872451846866,114.30985754493159
2019-05-19,4596.72,57,9437,7848.512857142858,6304.463009838639,3970.24,4957.36,80.6442091115051,165.56140060418596
2019-05-20,12608.92,74,8592,9324.45,5984.041581782318,4596.72,2277.36,170.3908085082323,116.10810653907964
2019-05-21,7291.14,76,8549,7380.667142857143,3125.181729439694,12608.92,20897.62,95.93605136926249,112.48684062517316
2019-05-22,4553.69,60,7278,6585.9514285714295,3018.9809968841314,7291.14,10116.7,75.89483206841946,121.29999797833337
2019-05-23,4279.93,58,6209,6437.361428571429,3115.7176369895114,4553.69,5320.06,73.79189527945009,107.05172229221169
2019-05-24,5204.24,63,6670,6072.125714285714,3084.4032121295577,4279.93,7760.89,82.60698281576218,105.87301419249184
2019-05-26,1716.09,20,2633,5750.104285714285,3437.840844555655,5204.24,3970.24,85.80449570977521,131.64999341750033
2019-05-28,5080.38,53,6671,5819.198571428571,3415.5847523053585,1716.09,4596.72,95.85622460648634,125.86792215343544
2019-05-29,5831.2,55,5626,4850.952857142857,1699.7374216400995,5080.38,12608.92,106.0218162541488,102.29090723107441
2019-05-30,7065.06,54,7871,4818.655714285715,1646.9719297836143,5831.2,7291.14,130.8344420215844,145.75925656001377
2019-05-31,3258.41,40,4782,4633.615714285714,1751.1701075267265,7065.06,4553.69,81.4602479634938,119.54999701125008
2019-06-02,4963.0,62,9016,4731.197142857142,1747.203763624534,3258.41,4279.93,80.0483858056712,145.41935249323626
2019-06-03,4730.5,66,7083,4663.5199999999995,1734.958958275362,4963.0,5204.24,71.67424133826907,107.31818019214879
2019-06-04,6788.25,83,9921,5388.114285714286,1304.630939970567,4730.5,1716.09,81.78614359293803,119.5301190418058
2019-06-05,10794.62,75,12288,6204.434285714286,2404.278359798452,6788.25,5080.38,143.92826474762316,163.8399978154667
2019-06-06,7678.74,88,11143,6468.368571428572,2457.3010582508696,10794.62,5831.2,87.25840809933626,126.62499856107956
2019-06-07,44471.119999999995,51,5859,11812.091428571426,14607.049831094597,7678.74,7065.06,871.9827280003386,114.88235068858137
2019-06-09,3058.84,38,4786,11783.581428571428,14626.708922709875,44471.119999999995,3258.41,80.49578735537402,125.94736510664829
2019-06-10,6006.17,72,8056,11932.605714285713,14550.752429486076,3058.84,4963.0,83.41902661918019,111.88888733487657
2019-06-11,6435.36,45,7104,12176.157142857142,14423.826007802398,6006.17,4730.5,143.0079968220445,157.8666631585186
2019-06-12,7495.18,48,8970,12277.14714285714,14382.229492162316,6435.36,6788.25,156.1495800802171,186.87499610677094
2019-06-13,5497.96,82,9710,11520.481428571427,14610.742860179309,7495.18,10794.62,67.04829186526473,118.41463270226058
2019-06-14,3116.09,39,6652,10868.674285714284,14909.41364696574,5497.96,7678.74,79.89974154103227,170.56409819066417
2019-06-16,3447.66,57,6987,5008.18,1792.2534193485471,3116.09,44471.119999999995,60.485262096749786,122.57894521791324
2019-06-17,15143.19,64,9455,6734.515714285714,4027.610751437518,3447.66,3058.84,236.6123400529322,147.73437269165044
2019-06-18,6712.1900000000005,63,7367,6835.375714285715,4015.152383396561,15143.19,6006.17,106.5426967215445,116.93650608037292
2019-06-19,3593.78,57,7141,6429.435714285714,4201.648707935386,6712.1900000000005,6435.36,63.04877082370578,125.28069955647896
2019-06-20,6436.83,74,10522,6278.242857142858,4175.869969677817,3593.78,7495.18,86.98418801372719,142.1891872677137
2019-06-21,15250.81,45,6405,7671.507142857144,5337.558153140532,6436.83,5497.96,338.90688135762485,142.33333017037046
2019-06-23,2594.11,30,2750,7596.938571428572,5414.8926632465,15250.81,3116.09,86.47033045098898,91.6666636111112
2019-06-24,4679.18,42,5152,7772.870000000001,5275.8334992649725,2594.11,3447.66,111.40904496645132,122.66666374603183
2019-06-25,5266.54,48,6805,6361.92,4183.920181695614,4679.18,15143.19,109.71958104750874,141.77083037977437
2019-06-26,4903.17,44,6420,6103.488571428571,4214.437158694007,5266.54,6712.1900000000005,111.43567928555275,145.90908759297528
2019-06-27,5499.38,59,9435,6375.717142857144,4084.858926049181,4903.17,3593.78,93.20982892864697,159.91525152686015
2019-06-28,3570.6,41,5539,5966.255714285714,4219.158119968379,5499.38,6436.83,87.08780275395603,135.09755768054737
2019-06-30,1793.98,24,2534,4043.8514285714286,1422.6290296071147,3570.6,15250.81,74.74916355211818,105.58332893402796
2019-07-01,9378.84,40,9287,5013.098571428572,2306.783937840918,1793.98,2594.11,234.47099413822517,232.17499419562515
2019-07-02,9444.64,67,10175,5693.878571428571,2834.6175749497793,9378.84,4679.18,140.96477401545113,151.86566937513928
2019-07-03,5157.59,65,9264,5678.314285714286,2837.6525575896567,9444.64,5266.54,79.34753724080713,142.52307473041424
2019-07-04,6634.44,79,10598,5925.638571428572,2834.277533672528,5157.59,4903.17,83.98025210151579,134.15189703605193
2019-07-05,7447.0,52,8121,6203.87,2880.6749775876947,6634.44,5499.38,143.21153570747046,156.1730739197486
2019-07-07,1976.14,20,2840,5976.089999999999,3171.9114615690655,7447.0,3570.6,98.80699505965025,141.99999290000034
2019-07-08,4452.78,49,8235,6355.918571428571,2713.751248072333,1976.14,1793.98,90.87305936993756,168.06122105997508
2019-07-09,6601.0199999999995,52,7316,5959.087142857143,2380.699109034364,4452.78,9378.84,126.94268986648673,140.69230498668645
2019-07-10,15986.32,53,8305,6893.612857142856,4402.448586929436,6601.0199999999995,9444.64,301.628673554176,156.69811025097906
2019-07-11,5626.65,70,9858,6960.621428571429,4375.105900502767,15986.32,5157.59,80.38071313741838,140.82856941673472
2019-07-12,4796.17,41,4900,6698.011428571429,4452.434117447909,5626.65,6634.44,116.97975324439628,119.51219220701971
2019-07-14,3337.94,45,6293,6111.002857142857,4605.468852457588,4796.17,7447.0,74.17644279607906,139.8444413367902
2019-07-15,27456.49,56,10147,9751.052857142857,8879.236478124509,3337.94,1976.14,490.2944555304562,181.19642533577812
2019-07-16,5378.42,71,11884,9883.287142857142,8793.661202793952,27456.49,4452.78,75.75239329926207,167.38027933267213
2019-07-17,10977.66,51,9630,10508.521428571428,8676.201291140074,5378.42,6601.0199999999995,215.2482310735641,188.82352570934265
2019-07-18,6732.06,74,10808,9186.484285714287,8403.17124016255,10977.66,15986.32,90.97378255440836,146.05405208035066
2019-07-19,4170.48,42,6900,8978.460000000001,8523.151622467269,6732.06,5626.65,99.29714049292522,164.28571037414977
2019-07-21,3185.75,55,7177,8748.4,8675.234173133298,4170.48,4796.17,57.9227262195868,130.49090671834716
